id,time,qpos,qvel,qacc,ctrl
162,0.32600000000000023,[0.00184996 0.00357271],[0.02015046 0.03702497],[0.14435161 0.23022507],[1.61803938 0.        ]
163,0.32800000000000024,[0.00189084 0.00364768],[0.02044041 0.03748499],[0.14497495 0.23000927],[1.6271442 0.       ]
164,0.33000000000000024,[0.0019323  0.00372357],[0.02073156 0.03794446],[0.1455782  0.22973257],[1.63607447 0.        ]
165,0.33200000000000024,[0.00197435 0.00380038],[0.02102388 0.03840324],[0.1461611  0.22939441],[1.6448273 0.       ]
166,0.33400000000000024,[0.00201699 0.0038781 ],[0.02131733 0.03886123],[0.14672336 0.22899424],[1.65339982 0.        ]
167,0.33600000000000024,[0.00206021 0.00395673],[0.02161186 0.0393183 ],[0.14726472 0.22853153],[1.66178919 0.        ]
168,0.33800000000000024,[0.00210403 0.00403628],[0.02190743 0.03977431],[0.14778492 0.22800576],[1.66999258 0.        ]
169,0.34000000000000025,[0.00214843 0.00411674],[0.022204   0.04022914],[0.14828368 0.22741642],[1.67800717 0.        ]
170,0.34200000000000025,[0.00219344 0.00419811],[0.02250152 0.04068267],[0.14876075 0.22676302],[1.68583018 0.        ]
171,0.34400000000000025,[0.00223904 0.00428038],[0.02279995 0.04113476],[0.14921586 0.22604506],[1.69345884 0.        ]
172,0.34600000000000025,[0.00228523 0.00436355],[0.02309925 0.04158528],[0.14964877 0.22526207],[1.7008904 0.       ]
173,0.34800000000000025,[0.00233203 0.00444762],[0.02339937 0.04203411],[0.15005921 0.22441358],[1.70812214 0.        ]
174,0.35000000000000026,[0.00237943 0.00453258],[0.02370026 0.04248111],[0.15044695 0.22349915],[1.71515137 0.        ]
175,0.35200000000000026,[0.00242744 0.00461843],[0.02400188 0.04292614],[0.15081173 0.22251833],[1.72197541 0.        ]
176,0.35400000000000026,[0.00247605 0.00470517],[0.02430419 0.04336908],[0.15115331 0.22147069],[1.7285916 0.       ]
177,0.35600000000000026,[0.00252526 0.00479279],[0.02460713 0.0438098 ],[0.15147145 0.22035582],[1.73499732 0.        ]
178,0.35800000000000026,[0.00257508 0.00488128],[0.02491067 0.04424814],[0.15176591 0.21917332],[1.74118996 0.        ]
179,0.36000000000000026,[0.00262551 0.00497065],[0.02521474 0.04468399],[0.15203647 0.2179228 ],[1.74716695 0.        ]
180,0.36200000000000027,[0.00267655 0.00506089],[0.0255193 0.0451172],[0.15228289 0.21660388],[1.75292574 0.        ]
181,0.36400000000000027,[0.0027282  0.00515198],[0.02582431 0.04554763],[0.15250495 0.21521619],[1.75846379 0.        ]
182,0.36600000000000027,[0.00278046 0.00524393],[0.02612972 0.04597515],[0.15270242 0.21375938],[1.76377861 0.        ]
183,0.36800000000000027,[0.00283333 0.00533673],[0.02643547 0.04639961],[0.15287509 0.21223312],[1.76886774 0.        ]
184,0.3700000000000003,[0.00288681 0.00543037],[0.02674151 0.04682089],[0.15302273 0.21063708],[1.77372871 0.        ]
185,0.3720000000000003,[0.00294091 0.00552485],[0.0270478  0.04723883],[0.15314515 0.20897095],[1.77835913 0.        ]
186,0.3740000000000003,[0.00299562 0.00562016],[0.02735429 0.0476533 ],[0.15324212 0.20723443],[1.78275659 0.        ]
187,0.3760000000000003,[0.00305094 0.00571629],[0.02766092 0.04806415],[0.15331346 0.20542723],[1.78691874 0.        ]
188,0.3780000000000003,[0.00310687 0.00581323],[0.02796763 0.04847125],[0.15335894 0.20354909],[1.79084325 0.        ]
189,0.3800000000000003,[0.00316342 0.00591098],[0.02827439 0.04887445],[0.15337839 0.20159975],[1.79452781 0.        ]
190,0.3820000000000003,[0.00322058 0.00600952],[0.02858113 0.04927361],[0.15337161 0.19957897],[1.79797017 0.        ]
191,0.3840000000000003,[0.00327836 0.00610886],[0.02888781 0.04966858],[0.15333841 0.19748651],[1.80116807 0.        ]
192,0.3860000000000003,[0.00333675 0.00620898],[0.02919437 0.05005923],[0.1532786  0.19532217],[1.80411931 0.        ]
193,0.3880000000000003,[0.00339575 0.00630987],[0.02950075 0.0504454 ],[0.153192   0.19308574],[1.80682171 0.        ]
194,0.3900000000000003,[0.00345536 0.00641152],[0.02980691 0.05082695],[0.15307844 0.19077704],[1.80927313 0.        ]
195,0.3920000000000003,[0.00351559 0.00651393],[0.03011278 0.05120374],[0.15293775 0.1883959 ],[1.81147144 0.        ]
196,0.3940000000000003,[0.00357643 0.00661708],[0.03041832 0.05157563],[0.15276975 0.18594215],[1.81341458 0.        ]
197,0.3960000000000003,[0.00363787 0.00672097],[0.03072347 0.05194246],[0.15257429 0.18341567],[1.81510049 0.        ]
198,0.3980000000000003,[0.00369993 0.00682558],[0.03102817 0.05230409],[0.1523512  0.18081632],[1.81652715 0.        ]
199,0.4000000000000003,[0.00376259 0.0069309 ],[0.03133238 0.05266038],[0.15210033 0.178144  ],[1.81769259 0.        ]
200,0.4020000000000003,[0.00382587 0.00703692],[0.03163602 0.05301118],[0.15182153 0.1753986 ],[1.81859485 0.        ]
201,0.4040000000000003,[0.00388974 0.00714363],[0.03193905 0.05335634],[0.15151464 0.17258004],[1.81923203 0.        ]
202,0.4060000000000003,[0.00395423 0.00725102],[0.03224141 0.05369571],[0.15117954 0.16968826],[1.81960225 0.        ]
203,0.4080000000000003,[0.00401931 0.00735908],[0.03254304 0.05402916],[0.15081607 0.1667232 ],[1.81970365 0.        ]
204,0.4100000000000003,[0.004085   0.00746779],[0.03284389 0.05435653],[0.15042411 0.16368484],[1.81953445 0.        ]
205,0.4120000000000003,[0.00415129 0.00757715],[0.03314389 0.05467768],[0.15000353 0.16057314],[1.81909286 0.        ]
206,0.4140000000000003,[0.00421817 0.00768714],[0.033443   0.05499245],[0.1495542  0.15738811],[1.81837714 0.        ]
207,0.4160000000000003,[0.00428566 0.00779774],[0.03374115 0.05530071],[0.149076   0.15412976],[1.81738561 0.        ]
208,0.4180000000000003,[0.00435373 0.00790894],[0.03403829 0.05560231],[0.14856882 0.15079811],[1.8161166 0.       ]
